qa_id,dimension,category_name,granularity,source_document,question,reference_answer,llm_answer_correctness,llm_hallucination_score,llm_question_answerability,llm_category_validation,llm_reasoning,category_name_orig,dimension_orig,granularity_orig,agreement_type
4e0e115b-ede7-47df-a17d-cb04af1f685f,AT,unordered_list,fine,"09 Jul Gore Ridge Trail – Copper Mountain to Frisco
On July 9th at about 7 AM, Sandra dropped me off at Wheeler Flats near Copper Mountain. I hiked about 12 miles from Copper Mountain to Frisco on the Gore Range and North Ten Mile trails. I started at an elevation around 9700 feet and reached an elevation just under 12,000 feet somewhere above Uneva pass.
I didn’t see any other hikers on Gore Range trail; however, I ran into several campers (out and back hike) just short of Uneva Pass. There were a number of hikers on North Ten Mile trail.
Traveling west on I-70, take the exit to Copper Mountain. If someone is dropping you off and traffic isn’t heavy, have them pull over at the far end of the exit ramp just before the bridge across I-70. The sign for the trail head is alongside I-70 just down the embankment from the road.
This is a great point to point hike for someone staying in Frisco. You come out on I-70 just opposite Main Street in Frisco.
Here is a view of Copper Mountain.
Most water was easily crossed like the stream shown below. There was one boggy area at least 50 yards across where there was no choice but to plunge in over the top of my boots.
Here you can see that trail disappears in snow on hike toward Uneva Pass.
Closing in toward Uneva pass I had to cross hollowed out snow. Here you can see where I broke through, about a 2 foot drop.
West of Uneva Pass. The pass would be to the left of the photo. This is the mountain above the pass to the south.
Below is a snow ...[truncated]",What are the main terrain challenges encountered on the Gore Range Trail near Uneva Pass?,"The main terrain challenges near Uneva Pass include: a snow cornice spanning the west side of the pass that required bypassing by crossing the slope to the north, hollowed out snow where breaks could cause 2-foot drops, trail sections that disappeared under snow while hiking toward the pass, and a boggy area at least 50 yards across that required walking through water over boot height.",3,0,3,unordered_list,Lists the various terrain difficulties encountered on the trail.,unordered_list,AT,fine,exact
fca826cf-243f-4db6-8f0b-221b4feac7bb,AT,condensed_summary,fine,"Understanding how distances in k-space manifest as distances in image space is quite straightforward. All you really need to remember is that the relationships are reciprocal. The discrete steps in k-space define the image field-of-view (FOV), whereas the maximum extents of k-space define the image resolution. In other words, small in k-space determines big in image space, and vice versa. In this post we will look first at the implications of the reciprocal relationship as it affects image appearance. Then we'll look at the simple mathematical relationships between lengths in k-space and their reciprocal lengths in image space.
Spatial frequencies in k-space: what lives where?
I mentioned in the previous post that there's no direct correspondence between any single point in k-space and any single point in real space. Instead, in k-space the spatial properties of the object are ""turned inside out and sorted according to type"" (kinda) in a symmetric and predictable fashion that leads to some intuitive relationships between particular regions of k-space and certain features of the image.
Here is what happens if you have just the inner (left column) or just the outer (right column) portions of k-space, compared to the full k-space matrix arising from 2D FT of a digital photograph (central column):
|An illustration of the effect of nulling different regions of k-space from a full k-space matrix, applied to a digital picture of a Hawker Hurricane aircraft. The full k-space matrix a...[truncated]",What happens to an image when only the outer portions of k-space are used?,"When only the outer portions of k-space are used, most of the signal and signal-based contrast are removed, leaving only the fine detail and edges of the image. While the human brain can still interpret objects from just these edges, there is actually very little contrast between different parts of the image.",3,0,3,single_hop_inference,Explains the resulting image quality when using specific k-space data.,condensed_summary,AT,fine,mismatch
f3bfb464-6df2-4bde-84ca-256f1350e125,AT,condensed_summary,fine,"Some security rules to use your personal Site ...
In order that you can view and carry out all your transactions in total security on your employee secure Site, Natixis Interépargne has taken all the necessary steps.
... in total security !
In addition, as a user of this site, you also have an active role to play to ensure the total security of the information that you exchange with Natixis Interépargne.
Please follow our recommendations to read the changes in your employee savings plan account and carry out your online transactions in a totally secure and confidential environment.
https://epargnants.interepargne.natixis.fr : A secure site
On your employee secure Site, once you enter your login (email or company number and server code) and your password, all your viewings and transactions are encrypted in compliance with the SSL (Secure Socket Layer) protocol. This encryption guarantees the confidentiality and integrity of the information exchanged with this site. How can you recognize it? Thanks to the “security” symbols.
- the addition of an “s” (s for secured) after http: http s, a http variant secured with the SSL protocol. When you access the secure site, the address begins with https://,
- the padlock: or
From logging in to logging off: 7 protective measures to apply
1 - Keep your password secret
- The password is your secret code. It must never be communicated to a third party, in writing, by email or verbally. Your Natixis Interépargne contact does not need to know it...[truncated]",What are the key security features that show a website is using secure encryption for protecting my data?,"A secure website can be recognized by two key security symbols: the addition of an 's' after 'http' in the web address (making it 'https://'), and the presence of a padlock icon. These elements indicate that the site uses SSL (Secure Socket Layer) protocol, which encrypts information and guarantees the confidentiality and integrity of exchanged data.",3,0,3,phrase_extraction,Identifies the specific visual indicators of a secure website.,condensed_summary,AT,fine,mismatch
6955d68a-0436-40f1-8ced-53f002063a63,AT,abstractive,coarse,"Case Western Reserve University Scientists Create “Biohybrid” Robots from Sea Slug Muscles and 3D Printed Parts
If I were to mention cyborg sea slugs, you’d likely assume I was about to tell you about the latest midnight horror film festival I went to, and you’d be justified in that response – but you’d be wrong. The “biohybrid” robots, created by researchers at Cleveland’s Case Western Reserve University by combining sea slug parts with 3D printed components, are very real, but don’t worry, they’re not the products of a mad scientist intent on zombifying the masses. In fact, they have the potential to do a lot of good for humans and the environment.
Robots are becoming more and more advanced, but they still have their limitations, so a research group led by PhD student Victoria Webster has developed biohybrids, machines that combine the adaptability and durability of living tissue with the controllability of a robot. The small machines, in their current form, crawl with a movement similar to that of sea turtles on a beach, and in the future, swarms of them could be released into bodies of water to search out the source of toxic leaks or even to find the black boxes from crashed planes.
Each biohybrid robot is constructed from flexible 3D printed components whose movement is generated by a muscle taken from the mouth of the California sea slug. The muscle is controlled by an external electrical field, but future iterations, according to the researchers, will be organically co...[truncated]","How are researchers working towards developing a fully organic biohybrid robot, particularly regarding the scaffold structure?","Researchers are developing a fully organic robot by creating a scaffold using collagen from the sea slug's skin. The process involves gelling the collagen and using electrical currents to align and compact the collagen threads together. This technique has resulted in a flexible, strong, and lightweight scaffold. The goal is to create an inexpensive, biodegradable robot that would not cause pollution if lost in remote locations like the ocean.",3,0,3,explanatory_synthesis,Explains the process and goals of creating a biohybrid robot scaffold.,abstractive,AT,coarse,mismatch
676dc07d-2edf-44d0-8023-68d7211eb919,AT,condensed_summary,fine,"When you want to add more insights to customer dashboards in Power BI, you need to be able to select products.
You need to know what products are going well this year versus last year and the 2 years before that.
Looking At Product Performance
Drag the Product Name, Total Sales, Sales LY, and Sales 2Yrs Ago into the canvas. Then, turn it into a clustered bar chart visualization. Change the sort order of the table.
You can see a significant growth in Product 11. It wasn’t much two years ago, but then it increased last year and now it’s the highest selling product. If you select a product, the visualization also changes. It’s a great insight.
Calculating Total Profits
The next thing is to calculate your total profits this year versus last year.
All you need to do is copy and paste the other measure, call it Profits LY, and put the Total Profits inside CALCULATE.
Next, create a table, place the Date column in it and get rid of the hierarchy. Also, place Total Profits and Profits LY in the table. Turn the table into a clustered column chart.
This could potentially identify if there’s a sharp increase in profits over a time period versus another. You can also reduce the time frame and change the interaction to get better insights in Power BI.
Looking At Individual Transactions
If you want to see what individual transactions contribute to your profits versus the ones that detracted to it, you need to create a table. To make this easier, utilize the measures and tables that you alre...[truncated]",How can I calculate profit margins and compare them to the average performance over time?,"You can calculate profit margins by creating a measure that divides total profits by total sales. To compare with average performance, create a 'Lifetime Profit Margin' measure using the ALL function to see the average across all time periods. When visualized as an area chart, you can easily identify which periods are performing above or below the average margin line.",3,0,3,explanatory_synthesis,Explains the calculation and visualization method for profit margins.,condensed_summary,AT,fine,mismatch
b4008002-b58c-41bb-ac9f-ac2db94994f4,AT,extractive,coarse,"What is Human Nervous System? The Human Nervous System is a type of centralized nervous system’, which includes various parts i.e Central Nervous System and Peripheral Nervous System. Let’s discuss in detail various parts of nervous System are as under;
PARTS AND FUNCTIONS OF HUMAN NERVOUS SYSTEM
The Human nervous system consists of two parts.
- Central Nervous System
- Peripheral Nervous system
CENTRAL NERVOUS SYSTEM (CNS)
The central nervous system has two parts;
- Spinal cord.
Both the brain and spinal cord are protected in three ways:
i) Cranium: Cranium which is part of a skull, protects the brain and neural arches of vertebrae. The vertebral column protects the spinal cord.
ii) Meninges: Beneath the cranium, the brain and spinal cord are protected by a triple layer of meninges.
iii) Cerebrospinal fluid (CSF): Between the layers of meninges, the cerebrospinal fluid (CSF), similar in composition to blood plasma, bathes the neurons of the brain and spinal cord and it cushions against the bumps and jolts.
Both brain and spinal cord are hollow. The spinal cord has central canal and brain has many cavities (ventricles) filled by CSF.
The brain can be divided into forebrain, midbrain and hindbrain.
The forebrain is further divided into three functional parts:
i) the thalamus, ii).the limbic system and iii) the cerebrum.
Thalamus: Thalamus carries sensory info to the visceral brain and neural structure. the data includes sensory input from sensory system and visual pathways fro...[truncated]",What's the difference between the sympathetic and parasympathetic nervous systems?,"The sympathetic nervous system is important during emergency situations and is associated with 'fight or flight'. This system accelerates the heartbeat and dilates and inhabits the digestive tract. The parasympathetic nervous system promotes all the internal response which are associated with the relaxed state i.e., contracts of the pupils, promotes digestion of food, retards heart beat.",3,0,3,analytical_synthesis,Synthesizes the differences between the two parts of the nervous system.,extractive,AT,coarse,mismatch
a37ee8af-3f8a-468b-9d79-d9c32e1b3661,AT,abstractive,coarse,"This is the extended version of our article ""Do you care about Bees or other Pollinators, Please read this..."" This version, written by Andrew Goebel of Indigenous Landscapes, has more detailed insight into to the current state of native bees and honey bees with research sited in the end of the article.
The problem with pollinators
Much attention has been given to the decline of honey bee (Apis mellifera) populations and the potential consequences of their demise. Recent years have seen a rise in awareness of the importance of pollinators in general with much money and effort going towards creating “pollinator gardens” and “habitats” in cities, along highways, and our backyards. The majority of this attention has been on populations of honey bees and Monarch butterflies. When thinking of a pollinator, these are likely the two examples people have in mind. Although well intended, this narrow focus limits consideration of the bigger picture and the potential negative impacts of honey bees themselves.
Missing from popular discussion is the less well known fact that native bee species have been declining in recent decades. Since most of the 4000 species of native bees lead a solitary existence (they are not social and don’t live in hives) they are difficult to study. Therefore the majority of native bee research has examined bumble bees (Bombus spp.) since they live in small colonies. The findings highlight the need to implement conservation measures sooner rather than later. One...[truncated]",What are the key ecological challenges posed by the widespread use of non-native honey bees in agricultural pollination?,"The widespread use of non-native honey bees poses several ecological challenges. As introduced species from Europe, honey bees compete with native bees for forage, causing bumble bees to reduce their foraging activities and sometimes avoid entire areas, especially near honey bee colonies. Honey bees can also spread parasites and diseases to native bees, including the deformed wing virus. Additionally, honey bees are less effective pollinators than native species since they focus on nectar collection instead of pollen, and they may contribute to the spread of invasive plants. The current practice of shipping honey bees around the country to match various bloom times further increases the risk of disease spread by mingling sick and healthy colonies.",3,0,3,multi_span_aggregation,Aggregates the ecological impacts of honey bees on native species.,abstractive,AT,coarse,mismatch
d2164c1d-af20-4f06-8182-6f6b8e166fde,QC,comparative_synthesis_concepts,fine,"Beginners rigs – Where to start if you are beginning carp fishing
Please note, this article was originally created as a PDF, I have posted it here as convenience and to make it more web friendly
All of us at one stage started somewhere in our carp fishing lives, and I think that it is sometimes easy to forget that there are beginners coming to the sport all of the time. Recently we have seen many people starting Carp fishing who have not had an apprenticeship from catching skimmers as a child under a father’s watchful eye to later, migrating to carp or another specimen species.
This leads beginners to wonder “ where do I start ?” and often they start by pouring through the magazines for the latest wizz bang rig that uses £8 of swivels and tubing and then they end up blanking. They blank not through lack of enthusiasm but because they didn’t have the confidence to realize that simple is most likely better. Some of the rigs you see in the magazines have been designed for really specialized applications that 99% of us will never see. The cynic in me also suspects that they are to sell magazines and tackle :).
Carp fishing is all about confidence, confidence in your bait, tackle and rigs, in this article I want to cover some really basic rigs that I wish that I had known when I started carping some 24 years ago ( though with a 10 year break). A lot of what you will see here might have been covered by other anglers but I want to boil the rigs down to the very essence of what they ...[truncated]",What are the comparative advantages and technical considerations between free running ledger rigs and fixed lead clip systems in carp fishing?,"Free running ledger rigs are simpler and particularly effective for close-range fishing or stalking. They consist of a lead threaded directly onto the mainline followed by a bead and the hook rig. Fixed lead clip systems (bolt rigs), while more complex, offer anti-tangle properties and can be used with either lead core or tubing. While bolt rigs have faced controversy, modern lead clips will safely eject the lead every time when properly set up. However, it's crucial to use only branded clips as shop-own brands can be less effective. The tail rubber must be checked regularly and only fitted halfway to ensure proper lead ejection.",3,0,3,comparative_synthesis,Compares two different fishing rigs and their technical setups.,comparative_synthesis_concepts,QC,fine,sibling
b4cab88e-9b69-48e8-b1d0-3d10e7a9d22c,AT,extractive,coarse,"Counterinsurgency (COIN) presents a complex and often unfamiliar set of missions and considerations. In many ways, the conduct of COIN is counterintuitive to the traditional U.S. view of war—although COIN operations have actually formed a substantial part of the U.S. military experience. Some representative paradoxes of COIN are presented here as examples of the different mindset required. These paradoxes are offered to stimulate thinking, not to limit it. The applicability of the thoughts behind the paradoxes depends on a sense of the local situation and, in particular, the state of the insurgency. For example, the admonition “Sometimes, the More Force Used, the Less Effective It Is” does not apply when the enemy is “coming over the barricades”; however, that thought is applicable when increased security is achieved in an area. In short, these paradoxes should not be reduced to a checklist; rather, they should be used with considerable thought.
Ultimate success in COIN is gained by protecting the populace, not the COIN force. If military forces remain in their compounds, they lose touch with the people, appear to be running scared, and cede the initiative to the insurgents. Aggressive saturation patrolling, ambushes, and listening post operations must be conducted, risk shared with the populace, and contact maintained. The effectiveness of establishing patrol bases and operational support bases should be weighed against the effectiveness of using larger unit bases. (FM 90-8 ...[truncated]",What is T.E. Lawrence's advice regarding the role of supporting forces in counterinsurgency operations?,"T.E. Lawrence made the observation while leading the Arab Revolt against the Ottoman Empire in 1917: 'Do not try to do too much with your own hands. Better the Arabs do it tolerably than that you do it perfectly. It is their war, and you are to help them, not to win it for them.'",3,0,3,sentence_extraction,Extracts the verbatim quote containing Lawrence's advice.,extractive,AT,coarse,mismatch
87ecb9ca-4812-4e6b-9a5b-33b33e998c72,AT,list_or_enumeration,medium,"with some Volca Modular and oplab examples
If you're absolutely new to electronic music in general, first check out this wonderful interactive tutorial from Ableton.
What is CV
CV stands for Control Voltage.
In an electronic signal, you have voltage changes over time. You can think of this as a garden hose where the water pressure might rise and fall depending on what you do with the tap that feeds water to it. It can either be ALL THE WAY ON or (off) or something in between that changes more over time.
Imagine someone holding the handle of the water tap leading to the hose. If they slowly turn it up and back down again on a regular basis, you'd get this kind of graph over time:
If they turn it totally off and totally on again and keep doing that, you get this:
If they turn it off for half a second, turn it on for a second and a half, and so on, you get this:
How fast you make the wave go up and down is the frequency. How high and low the wave goes is the amplitude.
Not entirely relevant but still interesting side note: FM radio stands for Frequency Modulation, AM stands for Amplitude modulation.
If you've messed around with synthesizers before, you may now be thinking to yourself, ""These look like the waveshapes that make sounds in synths."" Correct! But you can also use the same waveshapes as an invisible hand that controls your synthesizer knobs.
In other words, these shapes are the instructions for turning a knob that controls something on a synthesizer. The way you turned...[truncated]","How do the input and output ports work on electronic music equipment, and how can you identify them?","On electronic music equipment, ports can be identified through specific iconography: 1) Light background ports are inputs, while dark background ports are outputs, 2) Ports with an extra circle sticking out are intended for audio signals, though they can be used for CV, 3) There are special icons for pitch at the bottom left of devices, 4) Gate signals are represented by a wide square wave icon, and 5) Trigger signals are shown as a short blip of a square wave icon. These ports can carry different types of signals, including CV signals, gates, and triggers.",3,0,3,multi_span_aggregation,Aggregates the meaning of various icons and port types mentioned.,list_or_enumeration,AT,medium,mismatch
d69f4e47-4387-4fe1-839d-917ea02ef2aa,AT,list_or_enumeration,medium,"Biomechanics of Sport and Exercise 4th Edition With Web Resource
The fourth edition expands its commitment to enabling students to discover the principles of biomechanics through observation. Easy-to-understand experiments are presented for students to try in the classroom or on their own. Sample problem sidebars guide students through choosing the appropriate equation to determine the forces acting or motion occurring in a specific scenario and then helps them solve the equation. This practical approach—combining clear illustrations, sample calculations, and encouragement for active learning—helps students develop a deeper understanding of the underlying mechanical concepts.
In addition to careful updates throughout the book, other new enhancements in the fourth edition include the following:
- New content explores the technologies and devices available to coaches, athletes, and the general public to measure aspects of athletes’ movements.
- New full-color art and diagrams enhance the text and help students visualize mechanics in real-world scenarios.
- Explanations of the equations used in the text make the content more accessible to students.
- New concept application boxes provide deeper analysis of the field use of biomechanics, with topics such as the Magnus effect in baseball pitching, the wetsuit effect in triathlons, power output in cycling, centripetal acceleration when running a curve, and the work-energy principles in modern shot putting.
Biomechanics of Sport and...[truncated]",What are the three main laws of motion proposed by Newton that explain the causes of linear motion in biomechanics?,"Newton proposed three fundamental laws that explain linear motion: 1) First Law (Law of Inertia): states that objects maintain their state of motion unless acted upon by forces. 2) Second Law (Law of Acceleration): describes the relationship between force, mass, and acceleration. 3) Third Law (Law of Action-Reaction): establishes that for every action force, there is an equal and opposite reaction force.",3,0,3,unordered_list,Lists the three laws of motion defined in the text.,list_or_enumeration,AT,medium,hierarchical_child
fe2602b9-9e94-4d15-9bc9-6a0841171d31,AT,sentence_extraction,fine,"“We are going to test how it flies now,” says one of the 20 engineering students participating in Kongsberg Defence Aerospace’s annual project “Local Hawk.” He is one of hundreds of students who applied to participate in the seven-week project. He is holding a small-scale plane that his team has designed to execute vertical take-offs.
It is a sunny day on a field outside Oslo. There is excitement in the air. How will it perform?
For the students, Local Hawk is an exciting and challenging event. For the arms manufacturer, it is a way to recruit talents, and a way to develop its Model-Based Systems Engineering (MBSE), which focuses on designing and managing engineering systems over their life cycles.
A Lot to Win
Any company involved in making complex products has a lot to gain in terms of time, improved collaboration and investment from a functional MBSE. At KDA, maker of guidance controls, missiles and other complex systems, life cycles can run over 15 years.
“We need to document so that teams, newcomers to a project and others easily can access relevant information even if it is years after something has been developed,” says Torfinn Tobiassen, Manager at the Flight Structures Department.
Students at the Local Hawk project grapple with that challenge. Their task is to continue projects that were begun and documented by students who participated in previous years. “Seven weeks is not a long time. You don’t have time to build the wheel again, you need to look into our MBSE and...[truncated]",What is Local Hawk and how long does this project last?,Local Hawk is an annual seven-week project by Kongsberg Defence Aerospace where engineering students design and test small-scale planes. It's both an exciting event for students and a way for the arms manufacturer to recruit talents and develop their Model-Based Systems Engineering.,3,0,3,condensed_summary,Summarizes the Local Hawk project's duration and purpose.,sentence_extraction,AT,fine,sibling
da446e54-d96a-4125-9bf8-acf67275a9d4,AT,condensed_summary,fine,"• Debt reduction – Countries are relieved of some of their debt in return for protecting their rainforests.
• Ecotourism – Responsible travel to natural areas that conserves the environment, sustains the well-being of the local people, and may involve education. It is usually carried out in small groups and has minimal impact on the local ecosystem.
• Selective logging – The cutting out of trees that are mature or inferior to encourage the growth of the remaining trees in a forest or wood.
• Sustainability – Actions and forms of progress that meet the needs of the present without reducing the ability of future generations to meet their needs.
Sustainable uses of the rainforest are uses that allow current generations to make a living from the forest without damaging the forest for future generations to use. It is clear that many of the current uses of the forest just destroy it, with massive long term impacts. However, the countries and people of rainforests need to make a living, and sustainable uses of forests offer them a way to do just that.
Selective logging and replanting,
Selective logging is selective because loggers choose only wood that is highly valued, such as mahogany. Clear-cutting is not selective. Selective logging is more sustainable than clear-cutting because other trees and plants do survive in the logging process and over time can allow the forest to recover. However, it does have major drawbacks. Although single trees are felled because they are valuable, ...[truncated]",What are the key characteristics and principles of ecotourism in rainforest environments?,"Ecotourism is environmentally responsible travel that focuses on protecting the environment, educating visitors, and reinvesting profits into rainforest conservation. It operates on a small scale with low visitor densities and emphasizes local employment and involvement. This sustainable approach typically includes features like wooden accommodation, limited electricity usage, on-site waste management, locally sourced food, and the employment of local tour guides.",3,0,3,unordered_list,Lists the key principles and features of ecotourism.,condensed_summary,AT,fine,mismatch
3f65bb13-05fb-4cf8-b18d-a2ea97db0609,LV,similar_to_document,,"Ankle replacement surgery is an option for end stage ankle arthritis. This may have been discussed with you or planned for your ankle arthritis problem.
One recent study showed that people with end stage ankle arthritis suffer just as much pain and disability as people with end stage hip arthritis (not surprising really).
Ankle replacement technology has been improving over recent years. The original ankle replacements performed over 30 years ago were not very successful. Newer technology and experience in ankle replacements has meant over the last 10 years newer designs have had improved results.
Ankle replacements are still uncommon and ankle arthritis is 20 times less common than hip or knee arthritis. Therefore not many people have heard of ankle replacements and usually you will not have heard of ‘someone who has had one done’ – compared to hips and knees. The current replacements are having good results although still not quite as good as hip and knee replacements.
Overall approximately 80% (8 out of 10) ankles will last for more than 10 years without any major problems. As with any artificial joint they can wear out, become loose or infected. Care must be taken not to over stress the joint as this may lead to premature wear. However, regular day-to-day activities such as walking, golf, swimming, snow skiing and bike riding should be possible. Running is usually not possible and not encouraged (Except to get out of the way of an oncoming car)!
(A: Loss of cartilage in j...[truncated]",What is the typical success rate and longevity of modern ankle replacement prostheses in treating end-stage ankle arthritis?,"Current ankle replacements show that approximately 80% (8 out of 10) ankles will last for more than 10 years without any major problems. While they can wear out, become loose or infected, they generally provide good results, although still not quite as good as hip and knee replacements. A small percentage may require minor adjustment surgery within the first few years due to issues like scar tissue impingement or early wear of the plastic liner. Of the 10-20% that may wear out over 5-10 years, the main option is to remove the ankle and perform a fusion, though occasionally a revision of the ankle prosthesis may be possible.",3,0,3,moderate_low_lexical_overlap,The question uses 'longevity' and 'success rate' to describe statistical outcomes in the text.,similar_to_document,LV,,mismatch
1874f8a9-ba84-4c81-901e-a2348a9e9d15,AT,extractive,,"On a cool November evening, the crowd of regulars filters in at the Down Home -- Johnson City, Tennessee’s beloved listening room and bar. The performer waiting to the side of the stage is no stranger to this crowd, cycling between tuning her guitar and greeting friends as they make their way to their seats. When Amythyst Kiah takes the stage and the warm applause settles, she lays down a thumping bass line with her acoustic guitar. Soon, a few bright treble notes layer in, building up a minor chord that completes the gritty and skillful backdrop. Kiah begins to sing with a relaxed sense of ease and a steely intention, and the listeners lean in. “Ooh, Lordy, my trouble so hard / Don’t nobody know my trouble but God.” Though few audience members would know the song’s origin, the emotion moving in it is familiar and immediate.
Trouble was a familiar subject for Adele “Vera” Hall, a singer who learned African-American spirituals and blues in her family and community in rural Alabama. When Hall sang on record for folklorists John and Ruby Lomax in 1939, she had already endured the death of her husband -- a coal miner who died in a gunfight more than a decade earlier. Hall made her own way, earning a living as a cook and washerwoman, and since her childhood days, she was known to be one of the finest singers in the area. When Hall sang “Trouble So Hard,” perhaps she knew that future generations of singers like Amythyst Kiah would put the song to good use, just as Hall had througho...[truncated]",What inspired Amythyst Kiah to write her first song for a public performance?,"She wrote her first song for her mother's funeral, a few months before graduating from high school. After receiving a lot of good feedback from performing it at the funeral, it was an eye-opening experience that made her realize people might want to hear her songs.",3,0,3,entity_extraction,Identifies the specific event (mother's funeral) that inspired the song.,extractive,AT,,mismatch
672f666d-8328-4d80-8f77-e5e19a82f4a6,LV,distant_from_document,,"Make Lampwork-Like Glass Head Pins Using Enamel and a Torch
A few years after I learned to do it, enameling (by torch) is still my favorite jewelry-making technique, and I’m always looking for new ways to use enamels in jewelry making and new enameling products to try. So I was really interested when I saw our friend Barbara Lewis of Painting With Fire Studio post a video on Facebook of her son David Lewis making enamel flower head pins . . . using only 6/20 mesh* enamel, wire, a torch, and pliers.
First, David made regular round enameled head pins using 80 and then 6/20 mesh. “I had played around with making copper head pins using 80-mesh enamel with much success, but it seemed a bit tedious when I was trying to create larger head pins,” David says. “I love the look of 6/20 mesh over copper pendants and beads, so I figured I would give it a shot with the head pins.
|Photos courtesy of Barbara Lewis.|
“One of the first things I noticed when firing was how wonderfully gravity helped in forming the head pin. When the 6/20 is melting onto the copper head pin, gravity has a tendency to pull the glass downward and transform it into a beautiful rain drop of glass. It all seemed so very simple and it truly was!”
After making round enamel (glass) head pins, David was inspired to go one step further and give some shape to the ball of glass on the head pin. “The next step was to create a flower with this lovely gather of glass!” David says. “We have an imported . . . and very expensive...[truncated]",How can I make glass flower decorations for jewelry using basic tools?,"You can create glass flower decorations using enamel, wire, a torch, and pliers. First, make a round head pin using enamel glass heated with a torch - gravity will help form a raindrop shape of glass. Then, while the glass is hot, use pliers to pull at the ball of glass to create flower-like shapes. This technique uses 6/20 mesh enamel, which consists of small pebble-like pieces of glass, and creates components that look similar to lampwork glass.",3,0,3,synonym_based_rephrase,Uses 'decorations' and 'jewelry' to refer to the 'head pins' and 'components' described.,distant_from_document,LV,,mismatch
5eb61191-2a50-4bbe-9ec0-b8fac788a8c3,AT,extractive,coarse,"Figure skating is a wonderful sport which exemplifies grace and beauty. People love to watch the sport, and it is not surprising that many dream of being a skater. Photographing the sport is not without its challenges; on one hand there is only one focal point - the skater. On the other hand, there will be quick bursts of movement and the possibility of low light situations.
Freeze the Action
Figure skaters naturally weave their bodies in ballet-like maneuvers, providing many opportunities for the photographer. Use a fairly high shutter speed of 1/500th of a second and a zoom lens to sufficiently fill the frame with your subject. Of course close-up opportunity depends on where you are sitting! Try to capture moments when the figure skater is balancing and holding a pose. Set your lens to its widest aperture and don’t be afraid to raise the ISO to 800 or more. An IS (image stabilizing) lens is very useful for avoiding blur in low light conditions.
Zoom in Close
Using a zoom lens is ideal, and the best ones (with constant f/stops) are costly, not to mention heavy and may require additional support. If you are sitting far from the action then a telephoto zoom lens of 70-400mm with the aperture set to the widest setting (smallest number) possible should do the job for you. Remember to fill the frame with your subject! Set the lens focus mode to AF (Autofocus) and select continuous focusing (AI Servo AF Canon/AF-C Nikon) mode to automatically re-focus the lens on the moving skater...[truncated]",What technical settings and equipment are needed to create motion blur effects in figure skating photography?,"To create motion blur in indoor or low-light situations, choose a slow shutter speed (1/10-1/60s) and rest your camera on a monopod to avoid camera shake. This will make the skater look blurred while keeping the rest of the photo sharp. You can also use the panning technique – pre-focus on the skater and follow her with your lens in a smooth horizontal motion while pressing the shutter button, which will result in a sharp skater with a blurred background, showing off the sense of movement.",3,0,3,explanatory_synthesis,"Explains the techniques (slow shutter, monopod, panning) for motion blur.",extractive,AT,coarse,mismatch
e29d7e69-a869-4df2-8454-c32409c1a68d,LV,similar_to_document,,"Limited Liability Partnerships (LLPs)
A limited liability partnership or LLP is similar to a limited company in that it offers limited liability to its members and therefore protects their personal assets. There are, however, three significant differences:A limited liability partnership is taxed as a partnership and is not subject to corporation tax.
- There are no directors or shareholders in an LLP, instead it has members, and there is no limit to the number of members.
- An LLP is governed by the Limited Liability Partnerships Act 2000 and not the Companies Act of 2006.
Who would use an LLP
LLPs are becoming increasingly popular as they offer the limited liability of a company and the flexibility of a partnership. They are most commonly used by certain professions that typically form as a partnership – doctors, architects, solicitors – but whose members wish to limit their personal liability.
Key features and benefits
- Company profits are split amongst the members.
- An LLP is not subject to corporation tax, income tax or capital gains tax. Instead, the individual members are taxed on profits, and therefore an LLP is known as being ‘tax transparent’.
- Another company can be a member. In this instance, any profits will be subject to corporation tax rather than income tax.
- Members are not required to reside in the UK.
Legal requirements of an LLP
- An LLP must have a minimum of two members (partners), however, there is no upper limit to the number of members.
- It must r...[truncated]",What are the mandatory legal requirements for establishing and maintaining a Limited Liability Partnership in the UK?,"A Limited Liability Partnership must have at least two members (with no upper limit), register with Companies House, and maintain a UK registered office address in the same jurisdiction as incorporation. The LLP must inform Inland Revenue of its existence and submit an annual partnership tax return. It must also file an Annual Return and annual accounts with Companies House. The LLP must be formed with the intention of making profit, as it cannot be used for non-profit purposes. At least two members must be designated members responsible for filing annual accounts and returns.",3,0,3,moderate_lexical_overlap,Overlaps significantly with legal terms like 'Limited Liability Partnership' and 'Companies House'.,similar_to_document,LV,,mismatch
